sheet_name	field_name	field_label	data_type	is_required	role_category	used_as_ai_input	used_as_ai_output	used_as_human_input	used_as_human_review	used_as_system_control	step_scope	description	example_value	notes
06_Image_Prompts	negative_prompt	negative_prompt	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	prompt_full	prompt_full	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる	Children's picture-book illustration...	role_sync=done
06_Image_Prompts	image_take_1	image_take_1	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	image_take_2	image_take_2	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	image_take_3	image_take_3	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	selected_asset	selected_asset	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	revision_note	revision_note	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	style_consistency_check	style_consistency_check	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
06_Image_Prompts	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
06_Image_Prompts	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
06_Image_Prompts	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	project_id	project_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01	role_sync=done
07_Assets	record_id	record_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01-SC-001	role_sync=done
07_Assets	generation_status	generation_status	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	GENERATED	role_sync=done
07_Assets	approval_status	approval_status	string	Y	HUMAN_REVIEW	Y	N	N	N	Y	all	システム制御または案件識別に使う	PENDING	role_sync=done
07_Assets	step_id	step_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
07_Assets	asset_id	asset_id	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	asset_type	asset_type	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	related_version	related_version	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	short	role_sync=done
07_Assets	related_scene	related_scene	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	file_name	file_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	file_format	file_format	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	storage_url	storage_url	url	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	thumbnail_url	thumbnail_url	url	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	duration_sec	duration_sec	number	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	resolution	resolution	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	voice_style	voice_style	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	version	version	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	approved	approved	boolean_or_flag	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	owner	owner	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	created_date	created_date	datetime	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
07_Assets	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
07_Assets	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
07_Assets	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	project_id	project_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01	role_sync=done
08_TTS_Subtitles	record_id	record_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01-SC-001	role_sync=done
08_TTS_Subtitles	generation_status	generation_status	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	GENERATED	role_sync=done
08_TTS_Subtitles	approval_status	approval_status	string	Y	HUMAN_REVIEW	Y	N	N	N	Y	all	システム制御または案件識別に使う	PENDING	role_sync=done
08_TTS_Subtitles	step_id	step_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
08_TTS_Subtitles	scene_no	scene_no	number	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	1	role_sync=done
08_TTS_Subtitles	line_no	line_no	number	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	related_version	related_version	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	short	role_sync=done
08_TTS_Subtitles	tts_text	tts_text	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	voice_style	voice_style	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	speech_rate	speech_rate	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	pitch_hint	pitch_hint	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	emotion_hint	emotion_hint	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	audio_file	audio_file	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	subtitle_text	subtitle_text	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	subtitle_text_alt	subtitle_text_alt	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	tc_in	tc_in	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	tc_out	tc_out	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	subtitle_style	subtitle_style	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	reading_check	reading_check	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	lip_sync_note	lip_sync_note	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
08_TTS_Subtitles	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
08_TTS_Subtitles	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
08_TTS_Subtitles	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	project_id	project_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01	role_sync=done
09_Edit_Plan	record_id	record_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01-SC-001	role_sync=done
09_Edit_Plan	generation_status	generation_status	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	GENERATED	role_sync=done
09_Edit_Plan	approval_status	approval_status	string	Y	HUMAN_REVIEW	Y	N	N	N	Y	all	システム制御または案件識別に使う	PENDING	role_sync=done
09_Edit_Plan	step_id	step_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
09_Edit_Plan	scene_no	scene_no	number	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	1	role_sync=done
09_Edit_Plan	related_version	related_version	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	short	role_sync=done
09_Edit_Plan	asset_image	asset_image	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	asset_audio	asset_audio	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	duration_sec	duration_sec	number	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	camera_motion	camera_motion	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
09_Edit_Plan	transition_in	transition_in	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
09_Edit_Plan	transition_out	transition_out	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
09_Edit_Plan	bgm_section	bgm_section	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
09_Edit_Plan	sfx	sfx	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
09_Edit_Plan	subtitle_on	subtitle_on	boolean_or_flag	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	text_overlay_on	text_overlay_on	boolean_or_flag	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	qa_insert_after	qa_insert_after	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	note	note	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
09_Edit_Plan	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
09_Edit_Plan	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
09_Edit_Plan	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
10_QA	project_id	project_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01	role_sync=done
10_QA	record_id	record_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-001-QA-001	role_sync=done
10_QA	generation_status	generation_status	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	GENERATED	role_sync=done
10_QA	approval_status	approval_status	string	Y	HUMAN_REVIEW	Y	N	N	N	Y	all	システム制御または案件識別に使う	PENDING	role_sync=done
10_QA	step_id	step_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	STEP_09_QA_BUILD	role_sync=done
10_QA	qa_no	qa_no	number	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	1	role_sync=done
10_QA	qa_type	qa_type	string	N	AI_OUTPUT	Y	N	N	N	N	all	v2: comprehension / emotion の2種のみ	comprehension	role_sync=done
10_QA	question	question	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
10_QA	choice_1	choice_1	string	N	AI_OUTPUT	Y	N	N	N	N	all	3択選択肢1	おじいさん	role_sync=done
10_QA	choice_2	choice_2	string	N	AI_OUTPUT	Y	N	N	N	N	all	3択選択肢2	桃太郎	role_sync=done
10_QA	choice_3	choice_3	string	N	AI_OUTPUT	Y	N	N	N	N	all	3択選択肢3	犬	role_sync=done
10_QA	correct_choice	correct_choice	string	N	AI_OUTPUT	Y	N	N	N	N	all	正解番号 "1"/"2"/"3"	2	role_sync=done
10_QA	answer_narration	answer_narration	string	N	AI_OUTPUT	Y	Y	N	N	N	all	AI生成結果であり、後続AIの入力にもなる		role_sync=done
10_QA	question_tts	question_tts	string	N	AI_OUTPUT	Y	N	N	N	N	all	TTS読み上げ用問題文（「問題です。…」形式）		role_sync=done
10_QA	answer_announcement_tts	answer_announcement_tts	string	N	AI_OUTPUT	Y	N	N	N	N	all	TTS読み上げ用正解発表文（「正解は…」形式）		role_sync=done
10_QA	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
10_QA	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
10_QA	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	project_id	project_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01	role_sync=done
11_QC	record_id	record_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01-SC-001	role_sync=done
11_QC	generation_status	generation_status	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	GENERATED	role_sync=done
11_QC	approval_status	approval_status	string	Y	HUMAN_REVIEW	Y	N	N	N	Y	all	システム制御または案件識別に使う	PENDING	role_sync=done
11_QC	step_id	step_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
11_QC	check_id	check_id	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	related_version	related_version	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	short	role_sync=done
11_QC	check_category	check_category	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	check_item	check_item	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	result	result	string	N	HUMAN_REVIEW	Y	Y	N	Y	N	all	承認・確認・レビューに使う		role_sync=done
11_QC	priority	priority	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	comment	comment	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	fix_owner	fix_owner	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	fix_due_date	fix_due_date	datetime	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	recheck_result	recheck_result	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
11_QC	status	status	string	N	HUMAN_REVIEW	Y	Y	N	Y	N	all	承認・確認・レビューに使う		role_sync=done
11_QC	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
11_QC	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
11_QC	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	project_id	project_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01	role_sync=done
12_Publish	record_id	record_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	PJT-01-SC-001	role_sync=done
12_Publish	generation_status	generation_status	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う	GENERATED	role_sync=done
12_Publish	approval_status	approval_status	string	Y	HUMAN_REVIEW	Y	N	N	N	Y	all	システム制御または案件識別に使う	PENDING	role_sync=done
12_Publish	step_id	step_id	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
12_Publish	related_version	related_version	string	N	SYSTEM_CONTROL	Y	N	N	N	N	all	運用上の補助列	short	role_sync=done
12_Publish	publish_title	publish_title	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	description	description	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	tags	tags	string	N	AI_OUTPUT	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	thumbnail_file	thumbnail_file	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	endcard_file	endcard_file	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	playlist	playlist	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	upload_status	upload_status	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	publish_date	publish_date	datetime	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	youtube_category	youtube_category	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	audience_setting	audience_setting	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
12_Publish	credit_check	credit_check	string	N	HUMAN_REVIEW	Y	Y	N	Y	N	all	承認・確認・レビューに使う		role_sync=done
12_Publish	final_qc	final_qc	string	N	HUMAN_REVIEW	Y	Y	N	Y	N	all	承認・確認・レビューに使う		role_sync=done
12_Publish	updated_at	updated_at	datetime	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
12_Publish	updated_by	updated_by	string	Y	SYSTEM_CONTROL	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
12_Publish	notes	notes	string	N	HUMAN_REVIEW	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	sheet_name	sheet_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	sheet_group	sheet_group	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	purpose	purpose	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	primary_key_fields	primary_key_fields	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	project_scope	project_scope	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	main_owner	main_owner	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	used_in_step	used_in_step	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	input_to_ai	input_to_ai	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	output_from_ai	output_from_ai	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	human_editable	human_editable	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	approval_required	approval_required	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
90_Sheet_Master	notes	notes	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	sheet_name	sheet_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	field_name	field_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	field_label	field_label	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	data_type	data_type	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	is_required	is_required	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	role_category	role_category	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	used_as_ai_input	used_as_ai_input	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	used_as_ai_output	used_as_ai_output	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	used_as_human_input	used_as_human_input	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	used_as_human_review	used_as_human_review	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	used_as_system_control	used_as_system_control	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	step_scope	step_scope	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	description	description	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	example_value	example_value	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
91_Field_Master	notes	notes	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	step_id	step_id	string	Y	REFERENCE	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
92_Step_Master	step_name	step_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	execution_order	execution_order	number	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	trigger_type	trigger_type	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	input_sheets	input_sheets	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	input_fields_rule	input_fields_rule	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	output_sheet	output_sheet	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	approval_required	approval_required	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	approval_condition	approval_condition	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	rerun_allowed	rerun_allowed	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	status_field	status_field	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
92_Step_Master	notes	notes	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	step_id	step_id	string	Y	REFERENCE	Y	N	N	N	Y	all	システム制御または案件識別に使う		role_sync=done
93_IO_Mapping	target_sheet	target_sheet	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	input_sheet	input_sheet	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	input_field_list	input_field_list	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	output_field_list	output_field_list	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	prompt_template_name	prompt_template_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	json_schema_name	json_schema_name	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	join_key	join_key	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
93_IO_Mapping	notes	notes	string	N	REFERENCE	Y	N	N	N	N	all	運用上の補助列		role_sync=done
94_Runtime_Config	key	key	string		REFERENCE									
94_Runtime_Config	value	value	string		REFERENCE									
94_Runtime_Config	category	category	string		REFERENCE									
94_Runtime_Config	data_type	data_type	string		REFERENCE									
94_Runtime_Config	environment	environment	string		REFERENCE									
94_Runtime_Config	enabled	enabled	string		REFERENCE									
94_Runtime_Config	description	description	string		REFERENCE									
94_Runtime_Config	updated_at	updated_at	string		REFERENCE									
94_Runtime_Config	updated_by	updated_by	string		REFERENCE									
94_Runtime_Config	notes	notes	string		REFERENCE									
100_App_Logs	project_id	project_id	string	Y	SYSTEM_CONTROL			Y			all			
100_App_Logs	record_id	record_id	string	Y	SYSTEM_CONTROL			Y			all			
100_App_Logs	current_step	current_step	string	Y	SYSTEM_CONTROL			Y			all			
100_App_Logs	timestamp	timestamp	string	Y	SYSTEM_CONTROL			Y						
100_App_Logs	app_log	app_log	string	Y	SYSTEM_CONTROL			Y						